sents,targets,Logistic Regression,Linear SVM,Neural Net
надеяться_VERB протрезветь_VERB догадаться_VERB пойти_INFN следом_ADVB -так_ADVB мерлина_NOUN стоять_VERB столб_NOUN помочь_VERB перетащить_INFN мрачно_ADVB пробурчать_VERB закатывать_GRND рукав_NOUN самолично_ADVB направляться_GRND куст_NOUN магия_NOUN пропыхтеть_VERB мерлина_NOUN подхватывать_INFN принц_NOUN подмышка_NOUN натужный_ADJF кряхтение_NOUN приниматься_GRND тащить_INFN -тратить_INFN драгоценный_ADJF запас_NOUN,0,0,1,0
подхватывать_INFN друг_NOUN гавейн_NOUN поспешить_VERB утянуть_INFN далёкий_COMP столб_NOUN старший_NOUN что-то_NPRO рановато_ADVB парень_NOUN голос_NOUN сломаться_VERB старший_COMP весь_ADJF вместе_ADVB взять_PRTF,0,0,1,0
динамовец_NOUN козлов_NOUN бросать_VERB ворот_NOUN штепанек_NOUN шайба_NOUN рикошетить_VERB обратно_ADVB площадка_NOUN подхватывать_INFN армеец_NOUN вейнхандль_NOUN едва_ADVB рвать_VERB сетка_NOUN спина_NOUN еременко_NOUN,0,1,1,1
анна_NOUN михайло_NOUN быстро_ADVB нагнуться_VERB подхватывать_INFN спорный_ADJF вещь_NOUN побежалый_ADJS спальня_NOUN,0,1,1,1
глаз_NOUN умирать_PRTF брат_NOUN бесчеститься_VERB сестра_NOUN глаз_NOUN матереть_VERB бросать_VERB вверх_ADVB ребёнок_NOUN подхватывать_INFN ружейный_ADJF штык_NOUN селение_NOUN потребляться_VERB церковь_NOUN разбиваться_VERB щепа_NOUN весь_ADJF сводиться_VERB поголовно_ADVB дикий_ADJF гнусный_ADJF мусульманский_ADJF орда_NOUN заклятый_ADJF противница_NOUN цивилизация_NOUN,0,0,1,0
свет_NOUN броситься_VERB успеть_VERB подхватывать_INFN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN,0,0,0,0
острожный_ADJS пройти_VERB бетонный_ADJF блок_NOUN контейнер_NOUN подхватывать_INFN мальчишка_NOUN мышка_NOUN прижать_VERB звать_VERB звать_VERB максим_NOUN ответить_VERB свой_ADJF ребячий_ADJF голос_NOUN,0,1,1,1
новорождённый_ADJF личинка_NOUN угорь_NOUN подхватывать_INFN гольфстрим_NOUN нести_VERB сторона_NOUN европа_NOUN,0,0,0,0
налететь_VERB грач_NOUN постукивать_VERB пальчик_NOUN ладошка_NOUN подхватывать_INFN калач_NOUN ладошка_NOUN осталисить_GRND бар_NOUN рисовать_VERB ладошка_NOUN колечко_NOUN пальчик_NOUN загибать_VERB большой_ADJF пальчик_NOUN братец_NOUN лес_NOUN ходить_VERB загибать_VERB указательный_ADJF пальчик_NOUN братец_NOUN щи_NOUN варить_VERB загибать_VERB средний_ADJF пальчик_NOUN братец_NOUN каша_NOUN загибать_VERB безымянный_ADJF пальчик_NOUN братец_NOUN песнь_NOUN петь_VERB загибать_VERB мизинчик_NOUN ручка_NOUN сплясать_VERB разок_NOUN делать_VERB ручка_NOUN малыш_NOUN ладушка_NOUN завтра_ADVB пирог_NOUN делать_VERB ручка_NOUN малыш_NOUN куличик_NOUN ах_INTJ мастеричка_NOUN делать_VERB ручка_NOUN малыш_NOUN любой_ADJF быстрый_ADJF ручка_NOUN целовать_VERB ладошка_NOUN малыш_NOUN яблочный_ADJF пирог_NOUN делать_VERB ручка_NOUN малыш_NOUN куличик_NOUN сплясать_VERB разок_NOUN делать_VERB ручка_NOUN малыш_NOUN ладушка_NOUN бабушка_NOUN десять_NUMR внучатый_ADJS акулъка_NOUN сопеть_VERB люлька_NOUN загибать_VERB большой_ADJF пальчик_NOUN оба_NUMR рука_NOUN аринк_NOUN спать_VERB перинка_NOUN загибать_VERB указательный_ADJF пальчик_NOUN оба_NUMR рука_NOUN алёнка_NOUN глядеть_VERB пелёнка_NOUN загибать_VERB средний_ADJF пальчик_NOUN оба_NUMR рука_NOUN иван_NOUN лавка_NOUN сидеть_VERB пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN оба_NUMR+рука_NOUN оба_NUMR+рука_NOUN оба_NUMR+рука_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN оба_NUMR+рука_NOUN оба_NUMR+рука_NOUN оба_NUMR+рука_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN пальчик_NOUN+братец_NOUN делать_VERB+ручка_NOUN+делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN+делать_VERB+ручка_NOUN делать_VERB+ручка_NOUN оба_NUMR+рука_NOUN оба_NUMR+рука_NOUN оба_NUMR+рука_NOUN,0,0,1,0
подбрасывать_GRND маленький_ADJF ребёнок_NOUN вверх_ADVB затем_ADVB подхватывать_INFN рука_NOUN реализовать_VERB именно_PRCL приём_NOUN контраст_NOUN отрицательный_ADJF эмоция_NOUN кратковременный_ADJF испуг_NOUN положительный_ADJF переживание_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN,0,1,1,1
отнести_VERB берег_NOUN ночь_NOUN нея_NOUN родиться_VERB девочка_NOUN утро_NOUN умереть_VERB положить_VERB обратно_ADVB странный_ADJF предмет_NOUN оставаться_VERB лежать_INFN мужчина_NOUN столкнуть_VERB вода_NOUN подхватывать_INFN ветер_NOUN дуть_VERB берег_NOUN дважды_ADVB день_NOUN предмет_NOUN исчезнуть_VERB вид_NOUN большой_COMP видеть_VERB жена_NOUN снять_VERB женщина_NOUN странный_ADJF одеяние_NOUN мешочек_NOUN кожа_NOUN разноцветный_ADJF сверкать_PRTF камушек_NOUN вещий_ADJF жёлтый_ADJF белый_ADJF металл_NOUN назначение_NOUN понять_INFN мочь_VERB,0,0,0,0
надар_NOUN весь_ADJF сила_NOUN тащить_VERB лодка_NOUN волна_NOUN подхватывать_INFN швырять_VERB назад_ADVB,0,0,0,0
подхватывать_INFN телефон_NOUN резко_ADVB метнуть_VERB мерлина_NOUN,0,0,0,0
как-то_ADVB побледнеть_VERB лепетать_VERB анна_NOUN подхватывать_INFN старик_NOUN локоть_NOUN тесный_ADJF городской_ADJF кухня_NOUN мочь_VERB карвалола_NOUN принести_INFN,0,0,1,0
утопать_PRTF стать_VERB судорожно_ADVB хватать_INFN спасать_PRTF утянуть_VERB подплывать_INFN нужно_PRED сзади_ADVB хватать_INFN волос_NOUN подхватывать_INFN мышка_NOUN повернуть_INFN спин_NOUN транспортировать_INFN берег_NOUN удерживать_GRND голова_NOUN поверхность_NOUN подхватывать_INFN+мышка_NOUN подхватывать_INFN+мышка_NOUN подхватывать_INFN+мышка_NOUN,0,0,0,0
отдельный_ADJF дивизион_NOUN дорнадзор_NOUN угай_NOUN гувд_NOUN москва_NOUN старший_NOUN инспектор_NOUN капитан_NOUN самовар_NOUN чётко_ADVB представиться_VERB миг_NOUN бросить_GRND рука_NOUN козырёк_NOUN фуражка_NOUN жезл_NOUN изменить_VERB положение_NOUN качнуться_VERB подхватывать_INFN тренировать_PRTF ладонь_NOUN,0,0,0,0
уходить_VERB подхватывать_INFN автомат_NOUN карпенко_NOUN выбить_VERB стекло_NOUN ловко_ADVB выбраться_GRND наружу_ADVB спрыгнуть_VERB,0,0,1,0
подхватывать_INFN свой_ADJF чемоданишко_NOUN макаров_NOUN двинуться_VERB далёкий_COMP,0,0,0,0
бежать_VERB быстрый_COMP подхватывать_INFN фонарь_NOUN кинуться_VERB бетонный_ADJF труба_NOUN жерло_NOUN остановиться_VERB пропустить_VERB вперёд_ADVB марин_NOUN выключить_GRND свет_NOUN вслушиваться_VERB темнота_NOUN направить_GRND ствол_NOUN сторона_NOUN возможный_ADJF погоня_NOUN,0,0,0,0
облачиться_VERB доспех_NOUN сесть_VERB конь_NOUN подхватывать_INFN тяжёлый_ADJF копьё_NOUN прискакать_VERB туда_ADVB рыцарь_NOUN состязаться_VERB начало_NOUN турнир_NOUN,0,0,1,0
мальцев_NOUN подхватывать_INFN её_ADJF кружить_VERB вальс_NOUN,0,1,1,1
букреев_NOUN задержать_VERB прямо_ADVB холл_NOUN президент-отель_NOUN проходить_VERB заседание_NOUN вккс_NOUN аккуратно_ADVB подхватывать_INFN рукав_NOUN потащить_VERB неизвестный_ADJF направление_NOUN,0,1,1,1
подняться_VERB нога_NOUN поздний_COMP остальной_ADJF задержаться_VERB подхватывать_INFN вейза_NOUN рука_NOUN посадить_INFN сгиб_NOUN локоть_NOUN,0,0,0,0
река_NOUN извилистый_ADJS лодка_NOUN подхватывать_INFN быстрый_ADJF течение_NOUN нести_VERB большой_ADJF скорость_NOUN узкий_ADJF каменный_ADJF горло_NOUN мелководный_ADJF каменистый_ADJF перекат_NOUN,0,0,0,0
володя_NOUN быстро_ADVB подхватывать_INFN вещичка_NOUN выход_NOUN,0,0,1,1
равновесие_NOUN перекат_NOUN обруч_NOUN назад_ADVB правый_ADJF рука_NOUN поворот_NOUN кругом_ADVB подхватывать_INFN левый_ADJF высокий_ADJF равновесие_NOUN 4_NUMR правый_ADJF+рука_NOUN правый_ADJF+рука_NOUN правый_ADJF+рука_NOUN,0,0,0,0
материализоваться_VERB молодая_NOUN сотрудник_NOUN аэропорт_NOUN красивый_ADJF форма_NOUN готовность_NOUN объяснять_VERB находиться_VERB выход_NOUN посадка_NOUN ого_INTJ друг_NOUN конец_NOUN огромный_ADJF зал_NOUN неожиданно_ADVB говорить_VERB давать_VERB помочь_VERB подхватывать_INFN самый_ADJF тяжёлый_ADJF сумка_NOUN говорить_VERB+давать_VERB говорить_VERB+давать_VERB говорить_VERB+давать_VERB,0,0,1,0
